C:\Users\Roman\Desktop\РНФ по разработке Цитометра\SPI_2019\SFM_Danil_autofluorescence\RAW\Live\200mW_RAW_live_autofluorescence_1.daf
single_cells

Object Number	Intensity_MC_Ch02
915	72588,0999999971
916	11614,4191176469
917	20384,3181818185
918	24319,6712328764
919	24236,9999999995
920	13509,8232758616
921	13895,0769230771
922	13503,5288461535
923	49119,6736111099
926	18173,8421052628
927	18038,2862903228
929	116304,254166668
930	30670,4399038455
931	10049,1988636364
932	44690,3571428565
933	22957,3306451617
934	7796,10937499989
935	34049,125
936	81286,8076923112
938	23047,2933673475
939	18399,375
940	15635,2750000002
941	15646,4471153849
942	16025,1944444443
943	9743,51339285724
944	13700,2549019608
945	38521,4375
946	8333,47999999993
947	16466,2142857141
948	39985,2076271199
949	20444,8630952389
950	45510,4632352958
951	7569,32203389866
952	31319,9249999986
955	231309,739130447
956	28165,3750000004
957	21992,6658653844
958	23714,7629310342
959	41012,9499999995
960	21949,9583333336
961	25944,7878787874
962	16680,8026315793
963	46731,8146551736
965	23966,7916666681
966	42913,2049180319
967	20906,5937499997
968	16386,5862068965
969	2574,18181818186
970	2409,75480769232
971	22943,3970588227
972	19701,6125000005
973	55833,8030303046
974	1219,39285714284
975	25042,4583333327
976	16363,2379032252
977	19282,559322034
978	18611,7267857147
979	2878,75
980	293239,821120693
981	41500,6625000005
982	18622,7916666665
983	26640,2083333327
984	1260,27556818181
985	17211,592105263
986	13508,755681818
987	4455,31818181816
988	18756,7301587297
989	17971,0357142854
991	7298,30769230764
992	20809,6772727276
993	17661,5714285716
994	22538,6875000005
995	11290,4903846152
997	16922,934210526
998	22112,913461538
999	12683,423828125


